"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda de un producto en la tienda Bosi","Busqueda de un producto Bosi","SUCCESS","2019-08-08T21:06:02.292-05:00[America/Bogota]","0.0","91.17"
